,Airlines_Name,Date Of Journey,Source,Destination,Arival,Departure,No. Of Stoppage,Price
319,Vistara,27-Apr-2022,Mumbai,New Delhi,09:05,22:25,1,"16,338"
320,Vistara,27-Apr-2022,Mumbai,New Delhi,09:05,23:50,1,"16,338"
321,Go First,27-Apr-2022,Mumbai,New Delhi,10:50,16:15,1,"16,391"
322,Vistara,27-Apr-2022,Mumbai,New Delhi,07:00,21:35,1,"16,548"
323,Air India,27-Apr-2022,Mumbai,New Delhi,05:55,00:15,1,"16,823"
324,IndiGo,27-Apr-2022,Mumbai,New Delhi,12:25,16:45,1,"16,887"
325,Vistara,27-Apr-2022,Mumbai,New Delhi,09:05,14:10,1,"16,968"
326,Vistara,27-Apr-2022,Mumbai,New Delhi,09:05,20:20,1,"16,968"
327,SpiceJet,27-Apr-2022,Mumbai,New Delhi,19:35,08:55,1,"17,024"
328,Go First,27-Apr-2022,Mumbai,New Delhi,10:50,17:40,1,"17,127"
329,Vistara,27-Apr-2022,Mumbai,New Delhi,07:00,22:25,1,"17,388"
330,Vistara,27-Apr-2022,Mumbai,New Delhi,07:00,12:40,1,"18,018"
331,Vistara,27-Apr-2022,Mumbai,New Delhi,07:00,14:10,1,"18,018"
332,Vistara,27-Apr-2022,Mumbai,New Delhi,21:30,09:40,1,"18,018"
333,Vistara,27-Apr-2022,Mumbai,New Delhi,21:30,10:40,1,"18,018"
334,Vistara,27-Apr-2022,Mumbai,New Delhi,07:00,20:20,1,"18,018"
335,Vistara,27-Apr-2022,Mumbai,New Delhi,10:25,16:55,1,"18,438"
336,Vistara,27-Apr-2022,Mumbai,New Delhi,21:30,12:40,1,"20,013"
337,Vistara,27-Apr-2022,Mumbai,New Delhi,19:10,09:40,1,"20,748"
338,Vistara,27-Apr-2022,Mumbai,New Delhi,19:10,10:40,1,"20,748"
339,SpiceJet,27-Apr-2022,Mumbai,New Delhi,05:50,13:10,1,"21,010"
340,SpiceJet,27-Apr-2022,Mumbai,New Delhi,15:35,21:00,1,"21,602"
341,SpiceJet,27-Apr-2022,Mumbai,New Delhi,11:15,21:00,1,"22,526"
342,SpiceJet,27-Apr-2022,Mumbai,New Delhi,08:25,18:15,1,"23,325"
343,Vistara,27-Apr-2022,Mumbai,New Delhi,10:25,15:20,1,"25,893"
